"","Barri","Metres_Quadrats","Num_Habitacions","Num_Lavabos","Preu","Tipus_Immoble","Districte"
"211","Raval",62,2,1,700,"Piso","Ciutat Vella"
"212","Sant Martí",58,3,1,925,"Piso","Sant Martí"
"213","Congrés - Indians",70,2,1,800,"Piso","Sant Andreu"
"214","Sant Ramon - Maternitat",84,3,2,1050,"Apartamento","Les Corts"
"215","Fort Pienc",51,2,1,940,"Piso","Eixample"
"216","Putget - Farró",67,2,1,700,"Piso","Sarrià-Sant Gervasi"
"217","Putget - Farró",55,2,1,790,"Piso","Sarrià-Sant Gervasi"
"218","Vallcarca - Penitents",238,4,4,4600,"Casa","Gràcia"
"219","Dreta de l´Eixample",135,4,2,1550,"Piso","Eixample"
"221","Sarrià",340,4,3,9500,"Casa","Sarrià-Sant Gervasi"
"222","La Marina-Montjuïc",87,3,1,1375,"Ático","Sants-Montjuïc"
"223","Raval",75,3,1,1000,"Apartamento","Ciutat Vella"
"224","Les Corts",62,2,1,1200,"Piso","Les Corts"
"225","Sagrada Família",70,3,1,900,"Piso","Eixample"
"226","Esquerra Alta de l´Eixample",120,3,2,1300,"Ático","Eixample"
"227","Putget - Farró",170,3,3,2800,"Piso","Sarrià-Sant Gervasi"
"228","Barceloneta",47,2,1,750,"Piso","Ciutat Vella"
"229","Sarrià",640,7,7,7700,"Casa","Sarrià-Sant Gervasi"
"230","Hostafrancs",71,2,2,900,"Piso","Sants-Montjuïc"
"231","Dreta de l´Eixample",75,2,2,1050,"Piso","Eixample"
"232","Camp d´en Grassot - Gràcia N.",58,2,1,895,"Piso","Gràcia"
"233","Vila de Gràcia",80,2,1,1000,"Piso","Gràcia"
"235","Sant Gervasi - Galvany",350,5,5,4900,"Apartamento","Sarrià-Sant Gervasi"
"236","Sant Gervasi - Bonanova",65,2,2,1060,"Piso","Sarrià-Sant Gervasi"
"239","Gòtic",104,4,2,4100,"Ático","Ciutat Vella"
"240","Dreta de l´Eixample",85,3,2,1140,"Piso","Eixample"
"242","Sant Gervasi - Galvany",73,2,2,1650,"Piso","Sarrià-Sant Gervasi"
"243","Baix Guinardó",84,3,1,975,"Piso","Horta-Guinardó"
"244","Sant Gervasi - Galvany",336,5,6,8500,"Ático","Sarrià-Sant Gervasi"
"245","Sant Ramon - Maternitat",120,4,2,1800,"Piso","Les Corts"
"246","Sant Gervasi - Galvany",259,5,3,3600,"Piso","Sarrià-Sant Gervasi"
"247","Gòtic",120,3,2,1800,"Piso","Ciutat Vella"
"248","Raval",65,2,1,1050,"Piso","Ciutat Vella"
"249","Glòries El Parc",80,3,1,1021,"Piso","Sant Martí"
"250","Vila de Gràcia",100,4,1,1000,"Piso","Gràcia"
"251","Fort Pienc",115,4,2,1175,"Piso","Eixample"
"252","Dreta de l´Eixample",148,2,2,1895,"Piso","Eixample"
"254","Vila de Gràcia",88,2,2,1375,"Piso","Gràcia"
"255","Guinardó",70,2,1,890,"Piso","Horta-Guinardó"
"256","Putget - Farró",134,4,1,1200,"Piso","Sarrià-Sant Gervasi"
"258","Gòtic",74,3,2,1485,"Piso","Ciutat Vella"
"260","Sant Ramon - Maternitat",120,4,2,1600,"Piso","Les Corts"
"261","Esquerra Alta de l´Eixample",92,3,2,1225,"Piso","Eixample"
"262","Sant Gervasi - Galvany",92,4,2,1078,"Piso","Sarrià-Sant Gervasi"
"263","Sant Gervasi - Bonanova",150,4,2,1900,"Piso","Sarrià-Sant Gervasi"
"264","El Clot",100,3,2,1500,"Casa","Sant Martí"
"265","Esquerra Baixa de l´Eixample",100,3,2,1900,"Piso","Eixample"
"266","Sant Ramon - Maternitat",73,3,1,950,"Piso","Les Corts"
"267","Vila de Gràcia",93,3,2,1150,"Piso","Gràcia"
"268","Baix Guinardó",112,4,2,1500,"Piso","Horta-Guinardó"
"270","Camp d´en Grassot - Gràcia N.",68,3,1,1400,"Piso","Gràcia"
"271","Dreta de l´Eixample",221,5,4,2900,"Piso","Eixample"
"272","Sants",150,2,1,1500,"Dúplex","Sants-Montjuïc"
"273","Esquerra Alta de l´Eixample",67,2,1,870,"Piso","Eixample"
"274","Esquerra Baixa de l´Eixample",77,3,1,1100,"Piso","Eixample"
"276","Sant Gervasi - Bonanova",128,4,2,1500,"Piso","Sarrià-Sant Gervasi"
"277","Dreta de l´Eixample",180,3,2,3400,"Piso","Eixample"
"278","Esquerra Baixa de l´Eixample",67,2,1,1000,"Piso","Eixample"
"279","Sants",75,3,2,1295,"Piso","Sants-Montjuïc"
"280","Camp de l´Arpa",79,2,1,1000,"Piso","Sant Martí"
"281","St. Pere - Sta. Caterina - El Born",70,2,1,1050,"Piso","Ciutat Vella"
"282","Raval",130,4,2,1700,"Piso","Ciutat Vella"
"283","Besòs - Maresme",117,3,2,2000,"Piso","Sant Martí"
"284","Carmel",60,2,1,640,"Piso","Horta-Guinardó"
"286","Vila de Gràcia",70,3,1,950,"Piso","Gràcia"
"287","Gòtic",71,2,2,1250,"Piso","Ciutat Vella"
"288","Sagrada Família",80,2,1,1100,"Ático","Eixample"
"289","Guinardó",262,4,4,2700,"Casa","Horta-Guinardó"
"290","St. Pere - Sta. Caterina - El Born",181,3,4,3100,"Piso","Ciutat Vella"
"291","Poblenou",55,2,1,1025,"Piso","Sant Martí"
"292","Poblenou",135,2,2,1500,"Dúplex","Sant Martí"
"293","Camp d´en Grassot - Gràcia N.",116,3,3,2333,"Piso","Gràcia"
"295","Vila de Gràcia",53,2,1,850,"Piso","Gràcia"
"296","Esquerra Alta de l´Eixample",125,3,2,1400,"Piso","Eixample"
"297","Baix Guinardó",80,3,1,900,"Piso","Horta-Guinardó"
"298","Navas",70,3,1,950,"Piso","Sant Andreu"
"300","Sagrada Família",108,3,2,1350,"Piso","Eixample"
"301","Poble Sec",53,2,1,700,"Piso","Sants-Montjuïc"
"303","Dreta de l´Eixample",96,3,2,1400,"Piso","Eixample"
"305","Sant Gervasi - Bonanova",900,4,6,9950,"Casa","Sarrià-Sant Gervasi"
"308","Pedralbes",100,4,2,1400,"Piso","Les Corts"
"309","St. Pere - Sta. Caterina - El Born",76,2,1,950,"Piso","Ciutat Vella"
"310","Guinardó",85,3,2,875,"Piso","Horta-Guinardó"
"311","Poblenou",59,2,1,930,"Piso","Sant Martí"
"312","Badal",155,3,2,1400,"Dúplex","Sants-Montjuïc"
"313","Sant Gervasi - Galvany",55,2,1,990,"Apartamento","Sarrià-Sant Gervasi"
"314","Gòtic",57,2,1,810,"Piso","Ciutat Vella"
"317","Poblenou",66,2,1,1050,"Piso","Sant Martí"
"318","Les Corts",44,2,1,800,"Piso","Les Corts"
"319","Putget - Farró",112,3,4,1200,"Piso","Sarrià-Sant Gervasi"
"320","Raval",80,2,1,795,"Piso","Ciutat Vella"
"322","Les Corts",75,2,1,975,"Piso","Les Corts"
"323","Dreta de l´Eixample",70,2,1,1800,"Piso","Eixample"
"324","Sarrià",572,6,6,10000,"Casa","Sarrià-Sant Gervasi"
"325","Camp de l´Arpa",72,3,1,900,"Apartamento","Sant Martí"
"327","Putget - Farró",108,3,2,1000,"Piso","Sarrià-Sant Gervasi"
"328","Dreta de l´Eixample",60,2,1,900,"Piso","Eixample"
"329","Esquerra Alta de l´Eixample",242,4,3,2450,"Piso","Eixample"
"330","Guinardó",262,4,4,2700,"Torre","Horta-Guinardó"
"331","Hostafrancs",70,3,2,990,"Planta","Sants-Montjuïc"
"333","Esquerra Alta de l´Eixample",144,5,2,1400,"Piso","Eixample"
"334","Camp d´en Grassot - Gràcia N.",65,3,1,890,"Piso","Gràcia"
"335","Gòtic",88,3,2,1200,"Piso","Ciutat Vella"
"336","Sant Gervasi - Galvany",415,5,5,8000,"Ático","Sarrià-Sant Gervasi"
"337","Sarrià",190,5,3,2100,"Piso","Sarrià-Sant Gervasi"
"338","Camp de l´Arpa",65,2,1,775,"Piso","Sant Martí"
"339","Sagrada Família",86,4,2,975,"Piso","Eixample"
"340","Esquerra Baixa de l´Eixample",132,3,2,1490,"Piso","Eixample"
"341","St. Pere - Sta. Caterina - El Born",181,3,4,3000,"Piso","Ciutat Vella"
"342","Vila de Gràcia",60,2,1,950,"Piso","Gràcia"
"343","Sant Antoni",75,3,1,1000,"Piso","Eixample"
"345","La Salut",98,3,2,1200,"Piso","Gràcia"
"346","Sant Ramon - Maternitat",94,3,2,1350,"Piso","Les Corts"
"347","Sant Gervasi - Bonanova",65,2,1,875,"Apartamento","Sarrià-Sant Gervasi"
"348","Sarrià",75,2,2,1550,"Piso","Sarrià-Sant Gervasi"
"349","Esquerra Alta de l´Eixample",170,4,3,2147,"Piso","Eixample"
"351","Sants",60,2,1,925,"Piso","Sants-Montjuïc"
"352","Esquerra Baixa de l´Eixample",80,4,2,1100,"Piso","Eixample"
"353","Badal",55,2,1,1200,"Apartamento","Sants-Montjuïc"
"354","Fort Pienc",103,3,2,990,"Piso","Eixample"
"355","Gòtic",55,2,1,825,"Piso","Ciutat Vella"
"356","Vallvidrera - Tibidabo - Les Planes",300,4,5,2800,"Casa","Sarrià-Sant Gervasi"
"357","Esquerra Baixa de l´Eixample",80,3,1,1250,"Piso","Eixample"
"358","Les Corts",76,2,2,1350,"Piso","Les Corts"
"359","Esquerra Baixa de l´Eixample",64,2,1,974,"Piso","Eixample"
"360","Sant Gervasi - Galvany",70,2,2,1100,"Piso","Sarrià-Sant Gervasi"
"361","Sant Gervasi - Galvany",280,5,4,5500,"Ático","Sarrià-Sant Gervasi"
"363","Sant Ramon - Maternitat",135,4,2,1550,"Piso","Les Corts"
"364","Sant Gervasi - Galvany",70,3,1,950,"Piso","Sarrià-Sant Gervasi"
"366","Gòtic",120,4,2,1150,"Piso","Ciutat Vella"
"367","Sant Ramon - Maternitat",120,4,2,1250,"Piso","Les Corts"
"368","Badal",75,2,1,900,"Piso","Sants-Montjuïc"
"370","Sant Antoni",85,3,2,1050,"Piso","Eixample"
"371","Sant Antoni",80,4,2,4566,"Apartamento","Eixample"
"372","Esquerra Alta de l´Eixample",66,2,1,925,"Piso","Eixample"
"374","Sagrada Família",85,4,1,975,"Piso","Eixample"
"375","Sant Gervasi - Galvany",247,4,3,3250,"Piso","Sarrià-Sant Gervasi"
"376","Raval",57,2,1,750,"Piso","Ciutat Vella"
"378","Esquerra Alta de l´Eixample",90,3,5,1295,"Dúplex","Eixample"
"379","Poblenou",85,3,2,1200,"Piso","Sant Martí"
"380","Raval",81,3,1,1300,"Apartamento","Ciutat Vella"
"381","Pedralbes",166,3,3,1990,"Piso","Les Corts"
"383","Sarrià",101,3,2,2150,"Ático","Sarrià-Sant Gervasi"
"384","Poble Sec",70,2,1,850,"Piso","Sants-Montjuïc"
"385","Sants",76,2,2,1100,"Piso","Sants-Montjuïc"
"386","Camp d´en Grassot - Gràcia N.",70,2,1,1060,"Piso","Gràcia"
"387","Putget - Farró",51,2,1,950,"Ático","Sarrià-Sant Gervasi"
"389","Camp d´en Grassot - Gràcia N.",55,2,1,847,"Piso","Gràcia"
"390","Dreta de l´Eixample",84,2,1,975,"Piso","Eixample"
"391","Vallcarca - Penitents",69,2,2,1200,"Piso","Gràcia"
"392","Sant Gervasi - Galvany",95,2,2,1400,"Piso","Sarrià-Sant Gervasi"
"393","Gòtic",70,3,1,905,"Piso","Ciutat Vella"
"395","Sants",85,3,2,1300,"Piso","Sants-Montjuïc"
"396","Sant Gervasi - Bonanova",80,3,1,945,"Piso","Sarrià-Sant Gervasi"
"397","Navas",69,2,1,1443,"Piso","Sant Andreu"
"399","St. Pere - Sta. Caterina - El Born",181,3,4,3000,"Piso","Ciutat Vella"
"400","Sagrada Família",89,4,2,1000,"Piso","Eixample"
"401","Poblenou",73,2,2,1300,"Piso","Sant Martí"
"402","Sagrada Família",74,4,1,990,"Piso","Eixample"
"403","Sarrià",143,4,2,2000,"Piso","Sarrià-Sant Gervasi"
"404","Sant Antoni",100,3,2,1300,"Piso","Eixample"
"405","Sant Gervasi - Bonanova",63,2,1,950,"Piso","Sarrià-Sant Gervasi"
"406","Putget - Farró",151,3,2,1700,"Piso","Sarrià-Sant Gervasi"
"407","St. Pere - Sta. Caterina - El Born",101,2,1,1080,"Piso","Ciutat Vella"
"408","St. Pere - Sta. Caterina - El Born",85,2,1,1050,"Piso","Ciutat Vella"
"409","Esquerra Alta de l´Eixample",120,4,2,1400,"Piso","Eixample"
"410","El Coll",93,3,2,1100,"Piso","Gràcia"
